10670,2
10671,7
10672,9
10673,1
10674,12
10675,4
10676,7
10677,4
10678,23
10679,7
10680,2
10681,5
10682,6
10683,5
10684,4
10685,4
10686,8
10687,30
10688,6
10689,6
10690,1
10691,19
10692,10
10693,4
10694,3
10695,7
10696,6
10697,6
10698,8
10699,4
10700,6
10701,2
10702,8
10703,6
10704,24
10705,34
10706,5
10707,7
10708,19
10709,34
10710,3
10711,8
10712,10
10713,2
10714,5
10715,6
10716,3
10717,5
10718,2
10719,9
10720,8
10721,2
10722,6
10723,26
10724,6
10725,5
10726,32
10727,32
10728,7
10729,10
10730,9
10731,8
10732,1
10733,3
10734,5
10735,11
10736,10
10737,7
10738,6
10739,5
10740,12
10741,4
10742,4
10743,4
10744,7
10745,9
10746,2
10747,7
10748,8
10749,29
10750,3
10751,9
10752,4
10753,2
10754,2
10755,2
10756,5
10757,18
10758,6
10759,14
10760,9
10761,6
10762,7
10763,5
10764,5
10765,5
10766,4
10767,10
10768,7
10769,4
10770,8
10771,23
10772,9
10773,5
10774,1
10775,14
10776,3
10777,37
10778,8
10779,29
10780,9
10781,2
10782,5
10783,1
10784,4
10785,6
10786,4
10787,7
10788,28
10789,9
10790,4
10791,9
10792,8
10793,15
10794,9
10795,27
10796,20
10797,11
10798,10
10799,10
10800,10
10801,2
10802,4
10803,7
10804,8
10805,10
10806,5
10807,30
10808,8
10809,6
10810,6
10811,6
10812,10
10813,4
10814,9
10815,9
10816,29
10817,7
10818,5
10819,9
10820,6
10821,7
10822,8
10823,4
10824,21
10825,5
10826,25
10827,25
10828,22
10829,10
10830,8
10831,9
10832,5
10833,8
10834,4
10835,6
10836,5
10837,7
10838,4
10839,3
10840,28
10841,9
10842,9
10843,5
10844,5
10845,9
10846,1
10847,19
10848,6
10849,7
10850,7
10851,7
10852,4
10853,7
10854,9
10855,8
10856,13
10857,9
10858,5
10859,4
10860,6
10861,18
10862,3
10863,15
10864,7
10865,10
10866,9
10867,8
10868,19
10869,5
10870,9
10871,5
10872,4
10873,3
10874,5
10875,25
10876,3
10877,10
10878,2
10879,2
10880,8
10881,7
10882,9
10883,8
10884,1
10885,6
10886,17
10887,3
10888,7
10889,7
10890,2
10891,2
10892,2
10893,2
10894,2
10895,5
10896,8
10897,6
10898,14
10899,6
10900,12
10901,3
10902,8
10903,8
10904,3
10905,10
10906,6
10907,2
10908,8
10909,12
10910,6
10911,7
10912,20
10913,6
10914,3
10915,3
10916,10
10917,9
10918,9
10919,2
10920,6
10921,6
10922,2
10923,10
10924,35
10925,9
10926,7
10927,34
10928,13
10929,7
10930,12
10931,13
10932,18
10933,10
10934,3
10935,9
10936,9
10937,3
10938,6
10939,3
10940,12
10941,9
10942,7
10943,8
10944,1
10945,6
10946,7
10947,3
10948,6
10949,4
10950,7
10951,22
10952,8
10953,9
10954,3
10955,3
10956,3
10957,9
10958,9
10959,5
10960,20
10961,11
10962,4
10963,7
10964,4
10965,10
10966,19
10967,10
10968,9
10969,7
10970,31
10971,9
10972,2
10973,3
10974,9
10975,2
10976,9
10977,15
10978,28
10979,5
10980,21
10981,6
10982,12
10983,10
10984,4
10985,3
10986,22
10987,6
10988,10
10989,2
10990,6
10991,6
10992,2
10993,9
10994,7
10995,4
10996,8
10997,10
10998,14
10999,7
11000,8
11001,8
11002,10
11003,2
11004,13
11005,3
11006,8
11007,5
11008,
11009,2
11010,12
11011,4
11012,8
11013,1
11014,5
11015,10
11016,3
11017,7
11018,3
11019,
11020,2
11021,7
11022,20
11023,10
11024,5
11025,9
11026,13
11027,4
11028,6
11029,11
11030,10
11031,7
11032,6
11033,6
11034,7
11035,4
11036,2
11037,6
11038,9
11039,
11040,
11041,6
11042,9
11043,7
11044,8
11045,
11046,1
11047,7
11048,6
11049,10
11050,8
11051,
11052,4
11053,2
11054,
11055,7
11056,3
11057,2
11058,
11059,
11060,4
11061,
11062,
11063,6
11064,3
11065,
11066,3
11067,2
11068,
11069,2
11070,
11071,
11072,
11073,
11074,
11075,
11076,
11077,
